"id","date","type","feature_type","feature_subtype","description","detail","lon","lat"
1515,2022-08-22 15:23:05,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Cracked pavers in the curb cut leading on to Sparks Street in both directions","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.6968729809414,45.4222532612289
1518,2022-08-24 19:03:18,"hazard-concern","side walk infrastructure issue","missing curb cut","The crosswalk across third avenue at 19th runs directly into a small island with no curb cuts on either side. Anyone in a wheelchair or walker would have to stay on the road to get across the street.","missing curb cut",-106.664091654885,52.1238540609509
1519,2022-08-24 20:18:38,"hazard-concern","crossing issue","signal - needs an audible","There is no audio cue at this extremely busy intersection that is just down the street from a public school. All 4 crossings are missing this.","signal - needs an audible",-121.958515372165,49.1184584580279
1520,2022-08-25 16:53:53,"hazard-concern","crossing issue","crosswalk needed","Impossible to walk across busy street. No lane or signal.","crosswalk needed",-82.399597322003,34.839997480275
1522,2022-08-27 23:43:08,"hazard-concern","side walk infrastructure issue","missing curb cut","Curb cut is there but there's a bump making it not as smooth as it should be for people in wheelchairs to be able to move around comfortable. Same at every intersection along Bank.","missing curb cut",-75.6969947821451,45.4161623249735
1523,2022-08-24 23:34:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","The sidewalk here in sunken in and floods. It is impassable using a mobility aid and cannot be gone around.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.6934982108221,45.4151301725073
1524,2022-08-28 12:49:15,"hazard-concern","side walk infrastructure issue","missing curb cut","No curb cut at corner","missing curb cut",-75.6808525515624,45.4077169557621
1526,2022-08-30 02:50:00,"hazard-concern","side walk infrastructure issue","obstruction - inadequate or lack of safe detour for pedestrians","No alternate path for pedestrians to cross, sidewalks completely blocked off. ","obstruction - inadequate or lack of safe detour for pedestrians",-73.8412120234876,40.8285759348382
1528,2022-08-24 18:24:00,"hazard-concern","side walk infrastructure issue","too narrrow","The sidewalk along Warf is far too narrow to support the volume of people walking along here. Navigating around other people on the sidewalk is challenging, making visiting here less desirable. It's common for people walking to spill into the bike lane, creating hazards for both people walking and riding.","too narrrow",-123.369658440848,48.4238948153553
1529,2022-08-27 18:24:00,"hazard-concern","side walk infrastructure issue","too narrrow","The sidewalk here is far too narrow for people walking to comfortably use. The buildings and parked cars create a choke point in the sidewalk that can be challenging to navigate given the volume of people walking. This is particularly insulting given the oversized driving lanes along Oak Bay. ","too narrrow",-123.322281060504,48.4264103522114
1530,2022-08-27 18:24:00,"hazard-concern","side walk infrastructure issue","too narrrow","The sidewalk here, on the south side of Oak Bay, is far too narrow for people walking to comfortably use. Many elderly folks with mobility challenges walk along here and people often have to walk in the road to get around one another. The east-bound vehicle lane is almost 8 m wide, making this lack of sufficient sidewalk space particularly insulting. ","too narrrow",-123.318832890712,48.4264969503755
1535,2022-09-01 22:00:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Dangerous curve, that includes a bridge, for traffic in both directions. Often automobile speed is too high for the curve. Vegetation impedes oncoming traffic both ways. Dicker Rd empties right at the curve at the location of a busstop. There is no room for pedestrians or bicyclists.  ","vehicles - speed makes uncomfortable",-123.532818941136,48.4136866191473
1536,2022-09-03 16:04:00,"hazard-concern","side walk infrastructure issue","other","Fire hydrant in middle of sidewalk - too narrow for a wheelchair, and going around on the grass isn't really an option. ","side walk infrastructure issue (other)",-79.4105848134656,43.6327226918893
1537,2022-09-05 17:48:59,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","Uneven sidewalk, poor accessibility for wheelchairs etc. ","uncomfortable service (for wheelchairs, etc.)",-75.695797306178,45.4112193293606
1538,2022-09-05 19:04:47,"hazard-concern","side walk infrastructure issue","obstruction - parked vehicles or delivery vans","Personal vehicles for sanitation workers use the sidewalk as parking while they are at work. Have to walk in traffic or the bike lane. ","obstruction - parked vehicles or delivery vans",-75.2106665152832,39.9380933590898
1539,2022-09-05 19:04:47,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Uneven sidewalk, overgrown 90% of the time, blocked with illegally dumped trash way too often, cars parked on it from time to time. often floods. No curb cut","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.2102534550949,39.9386239476934
1540,2022-09-05 19:04:47,"hazard-concern","side walk infrastructure issue","other","Filled with trash, sometimes 5 feet tall. The sidewalk is unmaintained, brick facade of the building is falling off, creating a massive hazard. Only safe to walk in the street. Lots of abandoned vehicles, broken glass, overgrown vegetation. ","side walk infrastructure issue (other)",-75.2100146578999,39.9366304701505
1541,2022-08-26 20:11:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Tree roots has caused sidewalk slab to be completely uprooted. A major tripping hazard on either side of the tree.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-73.8541103487479,40.85168467803
1542,2022-08-26 19:14:00,"hazard-concern","side walk infrastructure issue","obstruction - vegetaion that narrows pathway","Grass and vegetation overgrowth that causes the sidewalk to be about a foot and a half wide. ","obstruction - vegetaion that narrows pathway",-73.7881403503181,40.8522475003718
1543,2022-08-23 17:46:00,"hazard-concern","weather related or seasonal","leaves","Leaves completely covering sidewalk, hiding the sidewalk underneath and potential defects. ","leaves",-73.8746691372698,40.8812692869857
1546,2022-09-06 23:49:52,"hazard-concern","side walk infrastructure issue","obstruction - vegetaion that narrows pathway","Fallen tree branch that completely blocks sidewalk ","obstruction - vegetaion that narrows pathway",-87.6874162271722,42.0531766930435
1548,2022-09-09 01:42:24,"hazard-concern","crossing issue","signal - pedestrian interval too short","I barely have enough time to cross the road when being with my toddler. It is an issue since this is used by people going to the daycare nearby.","signal - pedestrian interval too short",-75.7327047364676,45.4067351673674
1550,2022-09-08 23:00:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","The sidewalk slopes to the right towards the street. When walking on it you can slip right into the street when icy. Also when dry the slope adds extra twist to your ankle. Not good for older or disabled people.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-79.2627538087006,43.9232869159717
1552,2022-09-11 16:02:54,"hazard-concern","side walk infrastructure issue","other","Superior Avenue side walk does not connect to Great Lakes Waterfront Pathway, meaning that disabled, seniors with walking aids & pedestrians with strollers must walk down the middle of the street to enter/exit the Great Lakes Waterfront Pathway in Superior Park.","side walk infrastructure issue (other)",-79.4872266406758,43.6145727234181
1554,2022-08-16 11:50:00,"hazard-concern","side walk infrastructure issue","missing curb cut","NO SIDEWALK ON WEST SIDE OF STREET AND NO RAMP TO CROSS NO THE EAST SIDE OF THE STREET","missing curb cut",-79.5085155160586,43.6867324613994
1556,2022-09-16 01:39:03,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","There are large cracks and bumps along this sidewalk, which pose safety hazards to disabled pedestrians.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.695886626674,45.4242249272621
1557,2022-09-16 01:39:03,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","This pedestrian crossing to the Chateau Laurier has chunks missing out of the roadway and near the cub cuts. These pose tripping hazards to disabled pedestrians as well as possible damage to mobility aids. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.6946956918782,45.4248687601846
1559,2022-09-18 22:17:28,"hazard-concern","crossing issue","crosswalk needed","Crossing from the island to the south side to get to the sidewalk is death defying every time. 

Cars are traveling fast and there is no marked pedestrian crossing.  

Pedestrians are at the mercy for a gap in traffic or drivers.","crosswalk needed",-75.7878316806438,45.3477653893248
1560,2022-09-19 19:11:33,"hazard-concern","side walk infrastructure issue","obstruction - inadequate or lack of safe detour for pedestrians","Sidewalk block is missing, as I anticipate it is being replaced. However there is no paved surface that provides an alternative to walk around.","obstruction - inadequate or lack of safe detour for pedestrians",-87.6846683034491,42.0579030759101
1561,2022-09-19 22:28:01,"hazard-concern","side walk infrastructure issue","obstruction - garbage or recycling bins","Garbage dumpster and vegetation completely block walkway, forcing pedestrians from sidewalk into the street. No sidewalk at all on the other side of the street.","obstruction - garbage or recycling bins",-82.3965430811842,34.839876229895
1563,2022-09-19 23:56:43,"hazard-concern","side walk infrastructure issue","obstruction - parked vehicles or delivery vans","This car seem to block the sidewalk often.
There would be no room for a mobity scooter ","obstruction - parked vehicles or delivery vans",-78.8559276838273,43.9392744810163
1568,2022-09-24 20:56:03,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Missing piece of sidewalk, tripped and almost fell. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-123.335513772722,48.4610977525122
1572,2022-09-26 19:15:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Intersection très souvent bloquée par les véhicules qui circulent vers l'est sur Sherbrooke. Les automobilistes 'forcent' la lumière pour essayer de rejoindre le tunnel Lafontaine.","drivers don't stop or yield to pedestrians",-73.5396488722927,45.5888891002602
1573,2022-09-28 13:10:58,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","La traverse piétonne est très utilisée par les parents et enfants du CPE juste en face (80 enfants).
Les voitures vont vite, elles arrivent dans les deux sens du boulevard, mais pas seulement. Il y a celles qui tournent de la rue Rielle, mais également celles qui sont temporairement stationnées entre la caserne et le CPE. Mon inquiétude est d'autant plus marquée par la nature des usagers, à savoir de jeunes enfants - parfois à pied, à vélo, en trottinette, accompagnés de leur parent.","drivers don't stop or yield to pedestrians",-73.5631593626481,45.4598664096546
1574,2022-09-28 14:26:35,"hazard-concern","crossing issue","other","Des travaux (long terme) rendent l'intersection difficile à traverser, et des travaux sur le trottoir côté ouest, au nord de Saint-Vallier, font en sorte qu'une fois qu'on a traversé on ne peut même pas marcher sur le trottoir pour se rendre plus au Nord. ","crossing issue (other)",-71.2228726435869,46.8121317590979
1576,2022-09-28 12:02:09,"hazard-concern","crossing issue","conflict with vehicles turning right","Cette traversée n’est pas sécuritaire aux abords d’une école. Le feu sécurisé n’est assez long et il n’y a aucun brigadier. Les enfants ne sont pas en sécurité. Beaucoup de voitures tournent depuis Rachel ou vers Rachel alors que les piétons traversent.","conflict with vehicles turning right",-73.5651849840382,45.5351232131169
1577,2022-09-28 19:36:16,"hazard-concern","safety/comfort concern","other users - bicycle","L’espace aloué pour les vélos est insuffisant et l’angle de vision des véhicules est restreint. Donc très difficile d’éviter les collisions si on dépasse un peu","other users - bicycle",-75.729736577188,45.4754585352862
1579,2022-09-29 05:28:52,"hazard-concern","crossing issue","crosswalk needed","Need crosswalk for safer school access","crosswalk needed",-118.457423389875,34.1665662560916
1580,2022-09-23 19:30:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","La traverse piéton permet de traverser la route 112 à partir de la rue Principale pour rejoindre le trottoir de l'autre côté ou sur la rue Blouin. Malgré la présence de panneau indiquant la priorité aux piétons, de même que de lumières clignotantes, il est souvent dangereux de traverser à cet endroit, car les voitures et les camions s'arrêtent trop peu à cette intersection. Des piétons, autant des personnes âgés que des enfants, utilisent cette traverse à leur risques. ","drivers don't stop or yield to pedestrians",-71.7659496816972,45.4480822676667
1581,2022-09-29 12:24:17,"hazard-concern","side walk infrastructure issue","other","Absence de trottoir. Vitesse élevée des véhicules.","side walk infrastructure issue (other)",-71.623085241478,46.5765469619953
1587,2022-09-29 13:00:10,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Trottoir pas assez large et d'un seul côté de la rue, vitesse excessive.","vehicles - speed makes uncomfortable",-73.5194255500167,45.5292247301472
1589,2022-09-24 14:00:00,"hazard-concern","side walk infrastructure issue","other","Il n'y a pas de trottoir et on traverse l'entrée de 3 commerces qui sont pleine largeur de l'entrée. Dangereux pour les piétons et les cyclistes. ","side walk infrastructure issue (other)",-66.1179197057151,48.1013817252734
1591,2022-09-29 18:26:29,"hazard-concern","safety/comfort concern","other users - bicycle","Essais de rapport","other users - bicycle",-73.0695992744351,45.0331500518403
1592,2022-09-25 21:49:00,"hazard-concern","side walk infrastructure issue","obstruction - pole (hydro, telephone)","Un poteau au milieu du trottoir laisse très peu d'espace pour passer, surtout pour un fauteuil roulant (cette section deviendra probablement impraticable en hiver)","obstruction - pole (hydro, telephone)",-75.6577499069405,45.4374132747163
1593,2022-09-27 20:45:00,"hazard-concern","side walk infrastructure issue","obstruction - inadequate or lack of safe detour for pedestrians","Une partie de la rue est fermée à la circulation automobile pour des travaux, mais les indications ne sont pas claires pour les piétons.","obstruction - inadequate or lack of safe detour for pedestrians",-73.5699487400232,45.5180273933357
1594,2022-09-24 14:05:00,"hazard-concern","crossing issue","crosswalk needed","Très dangereux, absence de feu piéton ","crosswalk needed",-71.0508445840136,48.4121218017853
1595,2022-09-29 11:42:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","cette intersection compte un arrêt d'autobus pour les élèves du secondaire et transport en commun de la ville. malgré des pancartes céder et une traverse piétonnière, plusieurs véhicules ne ralentissent pas, ou n'arrêtent pas a la vue de piétons.","drivers don't stop or yield to pedestrians",-75.7631110537979,45.456668544254
1596,2022-09-29 11:44:00,"hazard-concern","crossing issue","conflict with vehicles turning left","véhicule tournant a gauche sur Perras a grande vitesse, venant de cité-des-jeunes, tourne malgré un piéton engagé dans le passage piétonnier d'un côté de Perras a l'autre. Cette intersectioon est très achalandée le matin a l'heure de la rentrée des classes,, et dans ce cas il s'agissait d'une jeune conductrice, possiblement une élèeve d'un des 2 cégeps a prxomité, qui garent leur véhicule sur des Églantiers, Perras ou des ormes pour éviter les frais de stationnement. ","conflict with vehicles turning left",-75.7634668185757,45.4562318289044
1597,2022-03-02 18:08:00,"hazard-concern","side walk infrastructure issue","other","la jonction entre l'entrée de l'édifice (habitations municipales), le trottoir et la rue se couvre d'eau lors des pluies importantes et de la fonte des neiges, et de glace en hiver. Ceci force les piétons a marcher dans la rue. De nombreuses personnes âgées et èa mobilité réduite habitent l'édifice, et plusieurs enfants circulent sur ce trottoir pour aller a l'école Cote du nord, ou se rendre a la bibliothèque Aurélien doucet","side walk infrastructure issue (other)",-75.7654235248536,45.4606820078989
1598,2022-09-29 12:16:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","une portion du trottoir autour du couvercle métallique est creusée a de nombreux endroits sur plusieurs centimètres de profondeur, presque toute la dalle est inégale et difficilement praticable","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.764563759974,45.4606820078989
1602,2022-10-03 15:12:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","À pied j'ai du traverser le chemin tour du lac à deux reprises à cet endroit. Dans les deux cas aucun automobiliste (plus de 10 croisés) ne m'a permis de traverser sur le passage piéton. D'ailleurs le passage piéton est indiqué uniquement sur le pavé aucune autre signalisation sauf une pancarte pour indiquer le dos d'âne. Ici on averti les automobilistes de faire attention à leur voiture pour le dos d'âne mais pas aux usagers vulnérables.","drivers don't stop or yield to pedestrians",-71.2988508789714,46.943360924742
1603,2022-10-04 03:45:00,"hazard-concern","side walk infrastructure issue","slope issues (eg. driveways)","Trottoir n’est pas en pente donc pas possible de monter/descendre en fauteuil roulant ","slope issues (eg. driveways)",-75.7120721076949,45.486760075068
1605,2022-09-29 20:00:00,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Grosses fissures/trous sur le trottoir. Très dangereux si moment d’inattention ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.7004320700566,45.4784627366973
1607,2022-09-30 14:11:00,"hazard-concern","safety/comfort concern","other","Pente très à-pic pour s’étendre de la piste cyclable à l’intersection pour traverser La Gappe. Pas le choix d’attendre la lumière de piéton en étant dans la pente parce que dès que le chemin devient plat, c’est dans la voie des voitures.","safety/comfort concern (other)",-75.7080628662273,45.4750186305879
1608,2022-10-03 00:00:00,"hazard-concern","safety/comfort concern","other users - bicycle","The direction in which the train track crosses the street is extremely dangerous for cyclists, wheelchairs and stroller as it is too easy for bike tires to get caught in the tracks.","other users - bicycle",-79.4618270894453,43.6692913978709
1610,2022-10-04 17:17:31,"hazard-concern","crossing issue","other","There is no need for pedestrian beg buttons at this intersection. There are many pedestrians who need to cross most of the day and evenings, particularly to get to buses. It delays pedestrians who have to wait in the rain and sometimes miss the bus. ","crossing issue (other)",-123.332822208904,48.4760276107176
1613,2022-10-05 00:30:00,"hazard-concern","safety/comfort concern","other users - mobility scooters/electric wheelchairs","A member of our group using a three wheeled trike noted that the accessibility ramp from the new park down to the lower level had a sharp bend that could be hard to negotiate if you were using a mobility aid.","other users - mobility scooters/electric wheelchairs",-123.373311316111,48.4276542906151
1614,2022-10-05 00:30:00,"hazard-concern","crossing issue","signal - wait time to cross too long","This lights for pedestrians seem to be both too long (too wait) but then when they turn green, there is not enough time to cross if you are going north across Johnson on the west side.","signal - wait time to cross too long",-123.370202337913,48.4275793401282
1615,2022-10-05 01:00:00,"hazard-concern","crossing issue","other","The island for pedestrians to wait is not large enough - often because the lights are not sequenced well for pedestrians, many are stranded on the island with little room.","crossing issue (other)",-123.370090281281,48.4276133544945
1624,2022-10-11 15:56:10,"hazard-concern","weather related or seasonal","other","This pathway is not winter maintained and often blocked by snow deposited by snow plow.","weather related or seasonal (other)",-75.732891227416,45.3615192086409
1625,2022-03-31 17:00:00,"hazard-concern","weather related or seasonal","other","The private contractor who maintains the parking lot at Emerald Plaza, dust dump snow in front of the official pathway of the city of Ottawa.","weather related or seasonal (other)",-75.7324675979809,45.3555814376789
1626,2022-03-31 22:01:00,"hazard-concern","weather related or seasonal","snow","This is a shortcut to the library that is mostly blocked by the snow plow operator who clears the mall parking. He leaves a small space but not enough to walk safely, let alone bike or wheel chair. As it is a large pile it also takes much longer before the pile is gone.","snow",-75.7324451997836,45.3555691452772
1627,2022-03-31 22:01:00,"hazard-concern","weather related or seasonal","snow","This pathway is not cleared in winter. This is a safe route that keeps people off Merivale Road, but it is dangerous to walk on let alone take a wheelchair. I highly recommend that this gets cleared.","snow",-75.7253566230482,45.3435570871085
1629,2022-10-12 14:18:45,"hazard-concern","side walk infrastructure issue","other","When heading eastbound (towards LCBO) on the Industrial Ave sidewalk visibility of drivers exiting Pioneer gas station is hindered by vegetation and the large green hydro box. 

Many cars block sidewalk in order to see around the obstruction. 

Worse, drivers only look left instead of right when making their turn onto Industrial.","side walk infrastructure issue (other)",-75.6413983956671,45.4109973285213
1630,2022-10-12 09:26:00,"hazard-concern","safety/comfort concern","personal safety - inaequate lighting","All throughout the Ottawa canal, queen elizabeth drive, and colonel by drive there is NOT enough lighting. Its dangerous and people can’t see anything as they are using the path. It’s dangerous as well with people sleeping in bushes and benches nearby. There are light posts but no lights. I’m really confused and this NEEDS to be fixed. ","personal safety - inaequate lighting",-75.6900652735583,45.3941255801053
1633,2022-10-09 14:11:00,"hazard-concern","side walk infrastructure issue","obstruction - inadequate or lack of safe detour for pedestrians","Il n'y a aucun passage piétons qui permet a un piétons de partir du Boulevard du PLateau et marcher sur la rue Bruxelles jusqu'a la bibliotheque et le Parc Central. 
Il faut marcher dans la rue entre des voitures stationnés et les voitures qui circulent. 
Ce n'est pas du tout sécuritaire","obstruction - inadequate or lack of safe detour for pedestrians",-75.7998068575251,45.4354865202918
1636,2022-10-14 14:38:34,"hazard-concern","side walk infrastructure issue","missing curb cut","No curb cut or transition for bikes/pedestrians/etc to cross street. Right at exit of loblaws, beside bike rack.","missing curb cut",-75.7594714282054,45.35113530678
1637,2022-10-14 18:30:00,"hazard-concern","side walk infrastructure issue","missing curb cut","The curb is too steep for a motorized wheelchair.  We tried it a few times and the wheels just kept spinning.  This curb leads to the path to the Beaver Ponds - can't get there from here!","missing curb cut",-75.9167700280754,45.3317319782976
1640,2022-10-14 21:59:00,"hazard-concern","safety/comfort concern","other users - bicycle","Le sentier partagé (tous les utilisateuseurs actifives) est beaucoup trop étroit. les vélos qui arrive du pont qui est de largeur acceptable se voit confiné à un entonnoir avec des marcheuseurs, vélos en sens inverse et outardes. Extrêmement dangereux!","other users - bicycle",-75.7077004285664,45.4387716846521
1641,2022-05-16 20:47:00,"hazard-concern","weather related or seasonal","other","Zone de sentier partagé inondé à chaque année, sans exceptions et donc où le passage est impossible au moins un mois à chaque printemps.","weather related or seasonal (other)",-75.7020288650687,45.4548367461583
1642,2022-05-16 20:47:00,"hazard-concern","weather related or seasonal","other","Zone de sentier partagé inondé à chaque année, sans exceptions et donc où le passage est impossible au moins un mois à chaque printemps.","weather related or seasonal (other)",-75.7201507813041,45.4538317283796
1645,2022-10-12 16:59:00,"hazard-concern","crossing issue","poor visibility of pedestrians","Intersection très dangereuse, autant pour piéton, vélo ou automobiliste. Véhicule vont très vite dans tous les directions et font rarement leur stop. ","poor visibility of pedestrians",-75.9006525475452,45.5994373081588
1646,2022-10-14 00:00:00,"hazard-concern","crossing issue","signal - wait time to cross too long","Temps d'attente pour la lumière est beaucoup trop long pour les piétons. Le signal dédié au véhicules pour tournées du boulevard edouard montpetit venant du côté cepsum vers l'avenue Louis-Colin ne sert à rien. Seul quelque véhicule l'utilise, même si des dizaines de piétons attendes à la lumière.","signal - wait time to cross too long",-73.6188365514249,45.5032694068102
1648,2022-10-15 15:21:00,"hazard-concern","crossing issue","crosswalk needed","Crosswalk farther south ends at a hydro pole and doesn't connect the end of the sidewalk. ","crosswalk needed",-72.1379733231461,45.6601967197728
1649,2022-10-12 04:00:00,"hazard-concern","crossing issue","crosswalk needed","Il n'y a pas de passage pour piéton pour traverser la rue","crosswalk needed",-75.6952380389631,45.5002690053699
1651,2022-10-18 15:28:38,"hazard-concern","crossing issue","crosswalk needed","Residents from 3001-3009 Jockvale and surrounding neighbourhoods must travel on a dirt shoulder or cross the road through high volume and speeding traffic to access the safe multiuse pathway leading to shopping, appointments, bus stops.  People with mobility issues, children, seniors, families and the general public face danger every time they cross the road","crosswalk needed",-75.7597700465546,45.2724355459769
1652,2022-10-18 16:01:59,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Crossing jockvale road to get to jockvale path, cars do not yield to persons in wheelchairs trying to cross jockvale road","drivers don't stop or yield to pedestrians",-75.7592637664454,45.2729241001479
1690,2022-10-12 01:00:00,"hazard-concern","safety/comfort concern","personal safety - inaequate lighting","Grande noirceur","personal safety - inaequate lighting",-71.7720696365735,46.2241381829681
1692,2022-10-21 22:42:13,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","It's actually the bike lane. The bridge joints have a really large unsafe hole. ","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.7187945365121,45.4069775269942
1693,2022-10-22 18:00:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Passage de piéton (avec panneaux) traversant le boul. Gene-H.-Kruger où les automobilistes ne s'arrêtent pas et ne ne respectent pas la signalisation de priorité aux piétons. Il y a beaucoup de circulation avec beaucoup de poids lourds. C'est très dangereux d'y traverser.","drivers don't stop or yield to pedestrians",-72.5674028164458,46.3206884220376
1694,2022-10-23 12:25:33,"hazard-concern","side walk infrastructure issue","other","Trottoir inexistant sur 100 m dans un axe où la vitesse permise est de 50 km/h et où il y a un fort achalandage. C'est de plus le seul axe piétonnier entre deux sections importantes du quartier qui comprend plus d'une RPA (résidence pour personnes âgées).","side walk infrastructure issue (other)",-71.2220151727009,46.8541587928313
1695,2021-12-16 13:42:00,"hazard-concern","side walk infrastructure issue","other","Glacé très glissant","side walk infrastructure issue (other)",-73.9327309218568,45.5284641068803
1696,2022-10-23 13:00:32,"hazard-concern","crossing issue","signal - pedestrian interval too short","Si un piétons n'appui pas sur le bouton du mendiant (beg bouton) pour traverser et que le lumière passe au vert, elle ne dure que 5 ou 6 secondes.
C'est d'autant plus un problème que si plusieurs véhicules attendent pour passer ils deviennent rapidement frustré et passe sur le lumière rouge.
De plus, il y a beaucoup d'enfant dans ce cartier et le parc est de l'autre côté du boulevard des Allumetières.","signal - pedestrian interval too short",-75.7153150736453,45.4326853983797
1697,2022-10-23 13:00:32,"hazard-concern","crossing issue","signal - wait time to cross too long","Cette traverse donne accès à l'école pour secondaire et au parc tout un cartier.
Si on appui le bouton du mendiant, cela peut prendre jusqu'à une minutes complète avant de pouvoir traversé.","signal - wait time to cross too long",-75.7220792536443,45.4355280974281
1701,2022-10-23 14:15:33,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Les conducteurs ne cèdent pas","drivers don't stop or yield to pedestrians",-73.58828497306,45.528342929167
1702,2021-12-09 23:00:00,"hazard-concern","crossing issue","poor visibility of pedestrians","6 voies à traverser.

Au croisement d’une avenue achalandée  

Circulation rapide.

Plusieurs faux arrêts par des conducteurs.

Enfant rentrant de l’école, descendu du bus RTL 60. Passé près de se faire frapper: Montrait son intention. Un premier automobiliste l’a vu, lui a fait signe de traverser. L'enfant s’est engagé. 2e voie (au centre): faux arrêt, une auto accélère sans lui laisser le passage, sans l’avoir vu. Idem quant à l'auto arrivant dans la dernière voie pour virer à gauche.
 
 

 
","poor visibility of pedestrians",-73.4462167063468,45.4692769724903
1703,2022-10-23 23:46:00,"hazard-concern","side walk infrastructure issue","obstruction - inadequate or lack of safe detour for pedestrians","No accessible pedestrian detour during construction.","obstruction - inadequate or lack of safe detour for pedestrians",-123.418676635382,48.452873940026
1704,2022-10-24 19:23:51,"hazard-concern","safety/comfort concern","other","La configuration est dangereuse. Un grand panneau et une plate-bande bloquent la vue des automobilistes qui sortent du stationnement et les empêche de voir les usagers circulant sur le trottoir vers l'ouest. En plus les autos direction ouest passent par-dessus la ligne pleine et entrent dans le stationnement, mettant doublement en danger les usagers sur le trottoir.","safety/comfort concern (other)",-73.6241766112595,45.5223464614318
1705,2022-10-24 19:23:51,"hazard-concern","side walk infrastructure issue","other","Absence de trottoir pour circuler dans le stationnement. Absence de passages piétonniers. Circulation très dangereuse pour les piétons partout dans le stationnement.","side walk infrastructure issue (other)",-73.6243442146023,45.521060036884
1710,2022-10-28 01:25:00,"hazard-concern","crossing issue","conflict with vehicles turning right","Piste cyclable qui traverse une intersection très passante, aucune priorité aux vélos, les automobilistes font à peine leurs stop
","conflict with vehicles turning right",-71.3306237688549,46.7868300294012
1711,2022-10-28 13:23:54,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","-Trop de circulation entre Bellechasse et Chemin Taché
-Camions lourds sensés être interdits sur rue mais pas de signalisation
-Vitesse excessive","vehicles - speed makes uncomfortable",-75.7197201781975,45.5209758531127
1712,2022-10-28 16:54:26,"hazard-concern","side walk infrastructure issue","other","Aucun trottoir present, impossible de prendre une marche, pourtant le sentier Nakertok se situe au 900 avenue Gatineau mais malheureusement nous devons nous y rendre en voiture malgré le fait que nous sommes situés tout pres. ","side walk infrastructure issue (other)",-75.7196157807705,45.5198777394029
1716,2022-10-29 15:57:31,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","pathway/sidewalk to canal has 3 steps rather than a gradual slope; this is an accessibility issue!
","uncomfortable service (for wheelchairs, etc.)",-75.6857767714017,45.3959389506997
1724,2022-10-28 19:30:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","As a part of a rally after a person was hit by a driver running a red light we recorded video of the intersection for an hour and counted 5 red light runners and many stale-yellow runners.","drivers don't stop or yield to pedestrians",-123.360627826472,48.4606234223368
1725,2022-10-31 19:51:51,"hazard-concern","crossing issue","signal - button difficult to access","Cette intersection est dangereuse à plusieurs égards. Pour les voitures, le virage à gauche est trop serré, l'accès à la bretelle de l'autoroute est trop court, et souvent les voitures bloquent l'intersection faute de pouvoir avancer. Pour les piétons le bouton d'appel est trop près de la circulation qui est très souvent assez rapide.","signal - button difficult to access",-75.6772021357817,45.5033226197864
